"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/23 5:11:53 pm CET","30-39 år","Nej och har aldrig varit","1","Avskyr vilseledande strunt som ""digitala korsord"". Jag vet att jag betalar för det i slutändan fast jag inte vill ha det.","1","1","3","3","1","1","1"
"2021/03/23 5:14:43 pm CET","40-65 år","Ja (enbart digitalt)","5","Extra konton","2","2","4","3","2","3","4"
"2021/03/23 5:20:54 pm CET","40-65 år","Ja (enbart digitalt)","2","Pris","1","1","2","2","1","1","1"
"2021/03/23 5:22:27 pm CET","40-65 år","Ja (papperstidning)","4","Det verkar ingå mycket.","1","2","1","4","1","1","2"
"2021/03/23 5:23:04 pm CET","Över 65 år","Ja (enbart digitalt)","5","Det jag har idag fast billigare","2","1","5","3","3","3","3"
"2021/03/23 5:26:04 pm CET","40-65 år","Ja (enbart digitalt)","2","Bara intreserad av ndagens nyheter samt specifica detaljerade artiklar","1","1","3","3","1","1","1"
"2021/03/23 5:27:12 pm CET","Över 65 år","Ja (enbart digitalt)","4","Rimligt pris för atrt flja Sveriges största tidning","1","1","4","4","2","1","2"
"2021/03/23 5:28:11 pm CET","30-39 år","Ja (enbart digitalt)","5","Fria medier är en hörnsten av demokratin och kvalitet kan inte vara gratis","3","1","5","1","1","2","5"
"2021/03/23 5:29:42 pm CET","40-65 år","Ja (enbart digitalt)","4","Extra konton till ungarna.","1","1","2","4","1","1","4"
"2021/03/23 5:33:18 pm CET","40-65 år","Ja (papperstidning)","4","Lite svårt att förstå den här  frågan men det är ungefär vad jag vill ha. Obs! på föreg sida skulle man välja mellan ""enbart digitalt"" eller ""papperstidning"", något alternativ för kombinationen (papperstidning på helgerna ges inte).","2","2","4","4","3","2","3"
"2021/03/23 5:35:23 pm CET","Över 65 år","Ja (enbart digitalt)","1","","3","3","2","1","4","3","4"
"2021/03/23 5:36:56 pm CET","Över 65 år","Ja (papperstidning)","1","För dyrt, onödigt","1","1","1","1","1","1","1"
"2021/03/23 5:38:37 pm CET","40-65 år","Nej, men har varit förut","1","Det är dyrare än netflix. Kom igen.","1","1","1","1","1","1","1"
"2021/03/23 5:38:57 pm CET","Över 65 år","Ja (enbart digitalt)","4","det är ett bra alternativ- men beror på vad annat det finns att välja","3","1","4","5","3","1","3"
"2021/03/23 5:39:13 pm CET","40-65 år","Ja (enbart digitalt)","5","Arkiv och alla artiklar","1","1","5","5","2","1","4"
"2021/03/23 5:39:49 pm CET","40-65 år","Ja (enbart digitalt)","1","","1","1","1","1","1","1","1"
"2021/03/23 5:41:31 pm CET","Över 65 år","Ja (papperstidning)","5","Det här är larv. Sluta paja tjänsten genom en massa skit från Hotjar. Om ni verkligen vill kan ni kaaanske störa mig i min mail som ni ju har redan. Men att bli överöst av den här jäkla popupen är olidligt. Jag svarar enbart för att jag stör mig så jäkla mycket. Inget jag klickar i är sant.. Vem gjorde ens den här enkäten? Tror ni jag orkar läsa de hä'r lång jäkla paketen och förstå skillnaden och sen fundera på priset? Gör om gör rätt.","5","5","5","5","5","5","5"
"2021/03/23 5:42:12 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag förstår inte varför ni har ställt den här frågan. Jag har redan en helt digital prenumeration, vilket var mitt svar på frågan innan. Ett lägre pris skulle upskattas - vad jag betalar nu är för mycket för att läsa enbart digitalt.","1","1","3","4","3","1","1"
"2021/03/23 5:49:42 pm CET","40-65 år","Ja (papperstidning)","3","3 konton är lite för en familj, vill inte ha digitala  annonser","1","1","2","1","1","1","1"
"2021/03/23 5:50:32 pm CET","40-65 år","Ja (enbart digitalt)","3","Vet ej","1","2","4","4","3","1","3"
"2021/03/23 5:56:36 pm CET","40-65 år","Ja (enbart digitalt)","3","Eftersom digitalt material oftast är gratis känns det spontant lite dyrt. Men eftersom jag tycker att det är viktigt med bra journalistik så känns det bra att stötta.","1","1","4","4","1","1","1"
"2021/03/23 5:58:40 pm CET","Över 65 år","Nej, men har varit förut","2","Innehållet är och verkar intressant med tillgänglig tid är en bristvara","1","1","2","2","2","1","2"
"2021/03/23 6:03:11 pm CET","40-65 år","Nej, men har varit förut","1","dyrt","1","1","1","1","1","1","1"
"2021/03/23 6:03:44 pm CET","Över 65 år","Ja (papperstidning)","2","Älskar att ha papperstidningen i helgen, ett X-ord på frukostbordet . . .","1","1","1","1","1","1","1"
"2021/03/23 6:06:27 pm CET","Över 65 år","Ja (papperstidning)","1","Vill också ha DNs papperstidning på helgerna","1","1","1","1","1","1","1"
"2021/03/23 6:07:02 pm CET","Över 65 år","Ja (papperstidning)","5","Då får man allt, inget som man missar.","1","1","1","1","1","1","1"
"2021/03/23 6:07:04 pm CET","Över 65 år","Ja (papperstidning)","4","Alltid mycket intressant läsning i DN. Bra pris.","2","2","4","4","3","2","3"
"2021/03/23 6:08:58 pm CET","Över 65 år","Ja (enbart digitalt)","5","Det är vad jag vill ha ut av min prenumeration","1","1","1","1","1","1","2"
"2021/03/23 6:09:20 pm CET","Över 65 år","Ja (enbart digitalt)","2","vill ha tidningen digitalt också","1","1","4","1","2","1","1"
"2021/03/23 6:09:45 pm CET","40-65 år","Nej, men har varit förut","1","Inte råd med pren","1","1","1","1","1","1","1"
"2021/03/23 6:11:24 pm CET","Över 65 år","Ja (enbart digitalt)","5","Bra artiklar,  intressanta reportage. ","3","3","3","4","5","3","5"
"2021/03/23 6:12:16 pm CET","40-65 år","Ja (papperstidning)","5","","1","1","5","5","1","1","1"
"2021/03/23 6:13:15 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","3","2","1","1","1"
"2021/03/23 6:14:28 pm CET","40-65 år","Ja (enbart digitalt)","2","Nästan varannan gång man går in på dn.se så är sidan otillgänglig eller servern svarar inte.","1","1","2","2","1","1","1"
"2021/03/23 6:15:36 pm CET","Över 65 år","Ja (enbart digitalt)","5","Allt finns som jag är intressarad av","3","1","5","5","5","1","1"
"2021/03/23 6:18:32 pm CET","Över 65 år","Ja (enbart digitalt)","5","Får det man behöver för priset","4","2","5","5","4","2","5"
"2021/03/23 6:19:10 pm CET","40-65 år","Ja (papperstidning)","4","","1","1","1","2","1","1","1"
"2021/03/23 6:20:34 pm CET","Över 65 år","Ja (enbart digitalt)","3","Nej. Men en fråga: vad är 3 extra konton och ingår pdf-tidningen?","1","1","5","2","3","1","2"
"2021/03/23 6:23:41 pm CET","30-39 år","Ja (enbart digitalt)","3","Bryr mig inte om varken korsord eller rabatter , men gillar dn som nyhetskälla , hellre 100 kr och inga extra konton , rabatter eller korsord","1","1","4","5","1","1","1"
"2021/03/23 6:25:34 pm CET","Över 65 år","Ja (papperstidning)","2","Vill helst ha pappestidning","1","1","2","1","1","1","1"
"2021/03/23 6:26:52 pm CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","1"
"2021/03/23 6:30:37 pm CET","Över 65 år","Nej, men har varit förut","1","Vill ha papperstidning bara men för dyrt ","1","1","1","1","1","1","1"
"2021/03/23 6:31:21 pm CET","40-65 år","Ja (papperstidning)","4","","5","2","4","5","2","4","5"
"2021/03/23 6:31:49 pm CET","40-65 år","Ja (papperstidning)","2","Jag vill ha digital tidning, Babar hemsidan tveksamt","3","1","3","2","4","4","1"
"2021/03/23 6:32:29 pm CET","Över 65 år","Ja (enbart digitalt)","5","","2","2","5","5","2","3","4"
"2021/03/23 6:33:30 pm CET","Över 65 år","Ja (papperstidning)","3","Är helt ok ","5","5","1","1","2","2","2"
"2021/03/23 6:35:51 pm CET","Över 65 år","Ja (enbart digitalt)","3","Jag skulle hellre sett ett års prenumation till lägre pris.  Jag avvaktar men dn borde söuta anväbda klarna.  Det måste finnas andra betalninsalternativ . Om inte jag avser att lämna dn.","1","1","3","2","1","2","1"
"2021/03/23 6:40:46 pm CET","40-65 år","Ja (enbart digitalt)","1","Har redan en liknande prenumeration med 5 extra konton för yngre familjemedlemmar. Jag öppnade också sidan 3. Nej  ni ska inte hålla med sådant riktigt bullshit, som förvirrande och förförande telefonabonemang! Jag har inte ens lust att gå igenom och förstå skillnaden mellan alternativen.","1","1","1","1","1","1","1"
"2021/03/23 6:42:46 pm CET","Över 65 år","Ja (papperstidning)","1","Jag vill helst ha papperstidning skulle betala  mer för det om man   bar upp tidningen till dörren.","3","1","1","1","1","3","1"
"2021/03/23 6:43:57 pm CET","40-65 år","Ja (enbart digitalt)","4","","2","2","4","5","2","2","2"
"2021/03/23 6:46:22 pm CET","Över 65 år","Ja (enbart digitalt)","5","Är bara road av redaktionella innehållet men har lätt att välja detta alternativ.","1","1","5","5","1","1","1"
"2021/03/23 6:48:22 pm CET","30-39 år","Ja (enbart digitalt)","3","","1","1","1","2","1","1","1"
"2021/03/23 6:49:36 pm CET","40-65 år","Ja (enbart digitalt)","5","Har detta paket. Kan läsa allt i DN digitalt.","2","2","4","4","2","2","2"
"2021/03/23 6:49:51 pm CET","40-65 år","Ja (enbart digitalt)","3","Priser är rimligt men korsord och rabatter bör tas bort och erbjuda endast tidning till lägre pris","2","2","2","3","2","2","2"
"2021/03/23 6:51:41 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","1","1","1","1"
"2021/03/23 6:52:39 pm CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","4","5","3","1","1"
"2021/03/23 6:54:43 pm CET","Över 65 år","Ja (papperstidning)","4","Lämpligt pris","2","3","4","4","2","2","4"
"2021/03/23 6:54:56 pm CET","40-65 år","Ja (papperstidning)","1","Behöver inte extra konton, och ej heller korsord. Vill ha papperstidning.. ","1","1","2","3","1","1","1"
"2021/03/23 6:56:14 pm CET","40-65 år","Ja (papperstidning)","3","Jag skulle välja det (har Guardian digitalt redan), men min fru vill prassla med papperstidningen. ","2","2","2","4","2","1","1"
"2021/03/23 6:59:29 pm CET","40-65 år","Ja (enbart digitalt)","5","Allt innehåll digitalt","1","1","5","5","5","1","3"
"2021/03/23 7:00:43 pm CET","40-65 år","Ja (enbart digitalt)","3","Det här är inte så lätt, eftersom man inte vet vad de andra paketen innehåller. De två översta punkterna vill jag ha. Det andra kan jag gärna hoppa över.","1","1","5","1","3","1","1"
"2021/03/23 7:02:50 pm CET","Över 65 år","Nej och har aldrig varit","2","Jag gillar papperstidningen bättre och då blir annonserna inte så störande. Papperstidningen är dyr.","2","2","2","2","2","2","2"
"2021/03/23 7:04:22 pm CET","40-65 år","Ja (enbart digitalt)","5","","2","2","5","4","2","2","2"
"2021/03/23 7:05:43 pm CET","40-65 år","Ja (enbart digitalt)","4","DN har bra renommé vad beträffar nyheternas trovärdighet ","3","1","4","1","1","1","1"
"2021/03/23 7:06:23 pm CET","40-65 år","Ja (enbart digitalt)","5","Det är ju det jag har - prisvärt helt enkelt","1","1","4","5","1","1","1"
"2021/03/23 7:07:05 pm CET","Över 65 år","Nej, men har varit förut","1","Vill ha papperstidning bara men för dyrt ","1","1","1","1","1","1","1"
"2021/03/23 7:11:51 pm CET","Över 65 år","Ja (papperstidning)","3","Om jag byter från papperstidningen räcker detta","1","1","2","2","1","1","1"
"2021/03/23 7:20:12 pm CET","Över 65 år","Ja (papperstidning)","1","Vant mig vid papperstidning","1","1","1","1","1","1","1"
"2021/03/23 7:28:58 pm CET","40-65 år","Ja (papperstidning)","2","","3","2","3","3","2","2","2"
"2021/03/23 7:29:24 pm CET","40-65 år","Nej, men har varit förut","1","Orimligt högt pris","1","1","1","1","1","1","1"
"2021/03/23 7:29:33 pm CET","Över 65 år","Nej och har aldrig varit","3","allmänt täckande","1","1","1","1","1","1","3"
"2021/03/23 7:33:06 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","3","3","1","1","1"
"2021/03/23 7:33:20 pm CET","Över 65 år","Ja (enbart digitalt)","4","Känns ok att betala en dryg hundralapp för badpaketet.","2","2","4","5","2","2","2"
"2021/03/23 7:35:18 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","1","1","1","1","1"
"2021/03/23 7:35:36 pm CET","Över 65 år","Ja (papperstidning)","3","Trivs med papperstidningen fre-sön","3","3","3","3","3","3","3"
"2021/03/23 7:37:53 pm CET","40-65 år","Ja (papperstidning)","4","Jag är intresserad av allt utom korsordet och inte särskikt av rabatterna heller","1","1","1","3","2","5","1"
"2021/03/23 7:39:10 pm CET","30-39 år","Ja (enbart digitalt)","1","Inte frestande nog","1","1","1","5","1","1","1"
"2021/03/23 7:52:07 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","5","3","1","1","3"
"2021/03/23 7:52:24 pm CET","30-39 år","Ja (enbart digitalt)","3","Priset,relativt rimligt för det jag vill åt alltså stt läsa artiklarna i appen","1","1","4","3","1","1","1"
"2021/03/23 7:54:57 pm CET","30-39 år","Ja (enbart digitalt)","5","Jag har det idag och är nöjd.","1","1","5","5","1","1","1"
"2021/03/23 7:55:20 pm CET","30-39 år","Ja (enbart digitalt)","4","","1","2","4","3","2","1","4"
"2021/03/23 7:55:58 pm CET","40-65 år","Ja (enbart digitalt)","1","DN är en opionsbildande taltratt för identitetspolitik","1","1","1","1","1","1","1"
"2021/03/23 7:57:47 pm CET","40-65 år","Ja (papperstidning)","2","Bra erbjudande för de som bara vill läsa digitalt, men jag vill ha en papperstidning","1","1","2","2","1","1","1"
"2021/03/23 7:57:52 pm CET","40-65 år","Ja (enbart digitalt)","3","","2","2","3","3","4","3","2"
"2021/03/23 8:08:13 pm CET","Över 65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/23 8:10:30 pm CET","40-65 år","Ja (enbart digitalt)","1","Vill hellre ha lägre pris och bara artiklar","1","1","2","2","1","1","1"
"2021/03/23 8:10:49 pm CET","40-65 år","Ja (enbart digitalt)","1","Vill hellre ha lägre pris och bara artiklar","1","1","2","2","1","1","1"
"2021/03/23 8:13:21 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","1","3","1","1"
"2021/03/23 8:20:44 pm CET","40-65 år","Nej, men har varit förut","1","För dyrt. ","1","1","1","1","1","1","1"
"2021/03/23 8:23:05 pm CET","Över 65 år","Ja (enbart digitalt)","3","Det låter rätt bra,,, men jag gillar bäst papperstidningen. Men tyvärr - för dyr.","1","1","3","3","2","1","1"
"2021/03/23 8:24:26 pm CET","40-65 år","Ja (enbart digitalt)","4","Vill hålla mig uppdaterad, men har inte tid för läsning. ","2","2","4","4","2","2","2"
"2021/03/23 8:27:27 pm CET","Under 30 år","Ja (enbart digitalt)","4","","3","3","5","3","4","3","4"
"2021/03/23 8:30:42 pm CET","40-65 år","Nej, men har varit förut","3","","1","1","3","3","1","1","1"
"2021/03/23 8:31:46 pm CET","40-65 år","Ja (enbart digitalt)","2","Jag vill hellre ha paket där e-dn ingår.","1","1","3","2","3","2","2"
"2021/03/23 8:33:46 pm CET","40-65 år","Nej och har aldrig varit","1","","1","1","1","1","1","1","1"
"2021/03/23 8:37:01 pm CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt, DN är bra","2","2","5","5","3","2","3"
"2021/03/23 8:42:23 pm CET","Över 65 år","Ja (enbart digitalt)","4","Har den här prenumerationen. Är nöjd.","3","2","4","4","3","3","5"
"2021/03/23 8:48:22 pm CET","40-65 år","Ja (papperstidning)","1","Ingen papperstidning.","1","1","3","1","1","1","1"
"2021/03/23 8:50:57 pm CET","Över 65 år","Ja (enbart digitalt)","5","Innehåller allt jag vill ha ut av min prenumeration.","2","1","4","3","2","1","2"
"2021/03/23 8:52:00 pm CET","40-65 år","Nej, men har varit förut","1","Egentligen bara för att jag inte gillar det DN står för. Man har någon form av självpåtagen roll att läxa upp andra, att alltid vara så goda själva. Det är ihåligt och kokett.","1","1","1","1","1","1","1"
"2021/03/23 8:52:06 pm CET","40-65 år","Ja (enbart digitalt)","2","jag föredrar i dagsläget ett mer minimalistiskt erbjudande","1","1","2","2","1","1","1"
"2021/03/23 8:55:36 pm CET","40-65 år","Ja (enbart digitalt)","2","Jag hinner inte läsa tillräckligt mycket","1","1","2","2","1","1","1"
"2021/03/23 8:56:23 pm CET","30-39 år","Ja (enbart digitalt)","5","Ett lagom pris för den digitala läsaren. För mig är det tillgången till artiklar som är det viktiga, och det är en bonus att det ingår extra konton. Det andra är jag inte intresserad av.","1","1","5","5","1","1","1"
"2021/03/23 8:58:46 pm CET","40-65 år","Ja (papperstidning)","4","Har det jag vill ha till ok pris","1","1","1","3","1","1","2"
"2021/03/23 9:00:36 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","5","3","1","1","1"
"2021/03/23 9:01:03 pm CET","Över 65 år","Ja (papperstidning)","3","Är mest intresseras av artiklarna i tidningen. Rabatter intresserar mig inte alls. Behöver inte fler konton.abatter ","3","1","4","3","4","2","2"
"2021/03/23 9:02:03 pm CET","40-65 år","Ja (papperstidning)","4","Har det jag vill ha till ok pris","1","1","1","3","1","1","2"
"2021/03/23 9:10:04 pm CET","40-65 år","Ja (enbart digitalt)","4","Artiklar och korsord tilltalar mig","1","1","5","4","1","1","2"
"2021/03/23 9:10:49 pm CET","40-65 år","Ja (enbart digitalt)","5","priset känns rimligt","1","1","5","5","1","1","1"
"2021/03/23 9:15:13 pm CET","30-39 år","Ja (enbart digitalt)","1","För dyrt","1","1","1","1","1","1","1"
"2021/03/23 9:15:27 pm CET","Under 30 år","Ja (enbart digitalt)","4","Jag får bra information om världen, det gillas","2","1","4","5","2","2","2"
"2021/03/23 9:21:10 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","1","1"
"2021/03/23 9:22:11 pm CET","40-65 år","Ja (enbart digitalt)","3","Det är viktigt med nyheter från riktiga journalister. Vad menas med 3 extra konton?","2","1","4","4","3","2","2"
"2021/03/23 9:23:30 pm CET","Över 65 år","Ja (enbart digitalt)","2","För dyrt, behöver inte det innehållet.","2","2","3","2","1","1","1"
"2021/03/23 9:24:04 pm CET","40-65 år","Ja (papperstidning)","4","","1","1","1","4","4","1","2"
"2021/03/23 9:26:52 pm CET","40-65 år","Ja (papperstidning)","2","Gillar papperstidningen","2","2","2","2","2","2","2"
"2021/03/23 9:27:16 pm CET","40-65 år","Ja (enbart digitalt)","5","Det innehåller vad jag vill ha.","2","1","5","5","3","1","3"
"2021/03/23 9:29:06 pm CET","40-65 år","Ja (papperstidning)","1","Jag har ju redan en pappersversion så varför skulle jag betala för att även få den digitalt?","1","1","1","1","1","1","1"
"2021/03/23 9:29:17 pm CET","40-65 år","Nej, men har varit förut","1","DN har tappat allt. ","1","1","1","1","1","1","1"
"2021/03/23 9:31:15 pm CET","40-65 år","Ja (enbart digitalt)","3","Hade fått högre om det varit ännu billigare. 89 kr t ex","1","1","3","1","1","2","1"
"2021/03/23 9:34:44 pm CET","40-65 år","Ja (papperstidning)","3","Läser mer och mer digitalt, dessutom publicerar DN också artiklar på nätet innan de dyker upp i tidningen. Inte kul att få skåpmat i pappersutgåvan. ","1","1","2","4","1","1","1"
"2021/03/23 9:37:05 pm CET","40-65 år","Nej och har aldrig varit","1","vill köpa artiklar styckvis istället","1","1","1","1","1","1","1"
"2021/03/23 9:43:10 pm CET","40-65 år","Ja (papperstidning)","4","Gillar papperstidningen men alltför många artiklar kommer ut tidigare på nätet och därmed känns även den längre läsningen i pappersupplagan förlegad. Vilket skulle tala för att jag går tillbaka till en rent digital prenumeration, synd men sant.","2","1","2","2","1","1","3"
"2021/03/23 9:48:31 pm CET","Över 65 år","Ja (papperstidning)","4","Jsg vill ha digital tillgång som komplement till papperstidningen","1","1","4","4","1","1","1"
"2021/03/23 9:49:08 pm CET","40-65 år","Ja (enbart digitalt)","4","Det är viktigt att få nyheter från journalister. Tycker dock att dagens pris är rimligare därför inte 5.","1","1","3","4","1","1","1"
"2021/03/23 9:51:17 pm CET","40-65 år","Ja (enbart digitalt)","3","","2","2","3","3","2","2","2"
"2021/03/23 9:52:32 pm CET","Över 65 år","Ja (enbart digitalt)","4","Låter som det jag behöver, till hyfsat pris","1","1","3","2","4","2","2"
"2021/03/23 9:59:46 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag tycker att DN:s nyhetsrapportering troligen är Sveriges bästa. Både aktuella nyheter och fördjupningsreportage håller mycket hög klass, och känns mer pålitliga än vissa andra (kvälls)tidningar. Ett bra pris för mycket nyheter, helt enkelt.","3","3","4","5","5","3","4"
"2021/03/23 10:03:38 pm CET","30-39 år","Ja (enbart digitalt)","3","för dyrt","1","1","3","3","1","1","1"
"2021/03/23 10:04:59 pm CET","40-65 år","Ja (enbart digitalt)","5","Det har vad vi efterfrågar främst, att kunna läsa alla artiklar och extra konton för hela familjen","2","4","4","4","3","3","4"
"2021/03/23 10:08:28 pm CET","40-65 år","Ja (enbart digitalt)","4","Bas räcker","2","2","1","3","2","2","4"
"2021/03/23 10:09:09 pm CET","40-65 år","Ja (enbart digitalt)","5","119 per månad känns väl ok för att kunna läsa allt ","1","1","5","5","2","1","2"
"2021/03/23 10:11:16 pm CET","30-39 år","Ja (enbart digitalt)","5","Prisvärdhet","1","1","5","5","1","1","1"
"2021/03/23 10:11:25 pm CET","30-39 år","Ja (enbart digitalt)","5","Prisvärdhet","1","1","5","5","1","1","1"
"2021/03/23 10:13:18 pm CET","40-65 år","Ja (enbart digitalt)","2","Bara intresserad av nyheter. Inte digitala korsord eller rabatter. ","1","1","2","4","1","1","1"
"2021/03/23 10:15:00 pm CET","40-65 år","Nej, men har varit förut","1","Vill ha klassisk tidningslayout, vägrar betala extra för e-tidning","2","1","5","1","1","1","1"
"2021/03/23 10:20:49 pm CET","30-39 år","Ja (enbart digitalt)","2","Dyrare än det jag har nu. Jag behöver inte tre extrakonton (ett räcker) eller korsord.","1","1","2","2","1","1","2"
"2021/03/23 10:21:00 pm CET","40-65 år","Ja (enbart digitalt)","4","Allt jag behöver ingår","2","2","3","4","2","2","2"
"2021/03/23 10:21:17 pm CET","30-39 år","Ja (enbart digitalt)","3","Alla artiklar känns bra ","1","1","3","3","2","1","2"
"2021/03/23 10:22:04 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","3","3","1","1","1"
"2021/03/23 10:22:31 pm CET","30-39 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/23 10:24:56 pm CET","Över 65 år","Ja (enbart digitalt)","5","","2","1","5","5","3","1","3"
"2021/03/23 10:25:08 pm CET","Över 65 år","Ja (papperstidning)","2","","2","2","2","2","2","2","2"
"2021/03/23 10:28:25 pm CET","Under 30 år","Ja (enbart digitalt)","4","Erbjuder nyhetsarkiv ","1","2","1","4","1","2","2"
"2021/03/23 10:28:37 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/23 10:29:47 pm CET","Under 30 år","Ja (enbart digitalt)","3","","2","5","2","3","1","1","2"
"2021/03/23 10:30:27 pm CET","30-39 år","Ja (papperstidning)","2","Önskar papperstidning med ","1","1","2","2","1","1","1"
"2021/03/23 10:39:44 pm CET","40-65 år","Ja (papperstidning)","2","Jag värderar papperstidningen högt","1","1","3","4","2","2","2"
"2021/03/23 10:44:52 pm CET","Över 65 år","Ja (papperstidning)","3","Det är angelägenhetsgraden (andra existerande mediealternativ med motsvarande innehåll) jämfört mot kostnaden","1","1","3","4","2","1","2"
"2021/03/23 10:47:45 pm CET","40-65 år","Ja (enbart digitalt)","3","Något högt pris","1","1","3","4","1","1","1"
"2021/03/23 10:48:13 pm CET","Över 65 år","Ja (enbart digitalt)","3","Gidkg","1","1","2","2","2","1","1"
"2021/03/23 10:54:35 pm CET","40-65 år","Ja (enbart digitalt)","4","","2","2","4","4","3","2","3"
"2021/03/23 10:56:15 pm CET","40-65 år","Ja (enbart digitalt)","4","Priet","1","1","4","4","1","1","2"
"2021/03/23 11:01:00 pm CET","40-65 år","Ja (enbart digitalt)","5","Alla artiklar inkl. arkiv ingår och det är det jag är intresserad av. Priset skulle påverka mig bara om det blev mycket högt, här spelar det ingen roll.","3","2","4","5","4","1","4"
"2021/03/23 11:01:31 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","2","1","1"
"2021/03/23 11:03:26 pm CET","Över 65 år","Nej, men har varit förut","1","Är intresserad av helgtidning -inget annat","1","1","1","1","1","1","1"
"2021/03/23 11:14:41 pm CET","30-39 år","Ja (enbart digitalt)","3","Det känns som ett rimligt pris för ett så pass brett paket med nyheter som dn förmedlar. ","1","1","3","3","2","1","2"
"2021/03/23 11:29:49 pm CET","40-65 år","Ja (enbart digitalt)","1","Dyrt","1","1","1","1","1","1","1"
"2021/03/23 11:35:35 pm CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt.","2","1","4","2","1","2","2"
"2021/03/23 11:45:36 pm CET","Över 65 år","Ja (papperstidning)","2","Bara delvis intressant","2","2","2","4","2","2","2"
"2021/03/24 12:05:10 am CET","40-65 år","Ja (enbart digitalt)","4","Låga priset!","1","1","2","5","1","5","1"
"2021/03/24 12:21:56 am CET","Under 30 år","Ja (enbart digitalt)","2","För dyrt, är student","1","1","2","1","1","1","1"
"2021/03/24 12:23:41 am CET","40-65 år","Ja (enbart digitalt)","5","Prisvärdaste paketet ","1","1","4","4","2","2","2"
"2021/03/24 12:28:50 am CET","Över 65 år","Nej, men har varit förut","1","dyrt","1","1","1","1","1","1","1"
"2021/03/24 12:35:54 am CET","Över 65 år","Ja (papperstidning)","3","önskar även papper  tiil morgonstunden i sängen","2","2","3","3","3","2","2"
"2021/03/24 12:36:10 am CET","40-65 år","Ja (papperstidning)","5","Bra att kunna läsa allt.","3","1","5","5","1","1","4"
"2021/03/24 12:45:29 am CET","Över 65 år","Ja (enbart digitalt)","4","Viktigast är lågt pris + nyhetsarkiv","1","1","2","4","2","1","1"
"2021/03/24 1:13:42 am CET","Över 65 år","Ja (enbart digitalt)","3","inte så intressant","1","1","1","2","1","1","1"
"2021/03/24 1:15:01 am CET","40-65 år","Ja (enbart digitalt)","2","Ekonomin f n.","2","2","5","4","3","2","3"
"2021/03/24 1:35:13 am CET","40-65 år","Nej, men har varit förut","2","Vill bara ta del av det fina erbjudandet","1","1","2","2","1","1","1"
"2021/03/24 2:26:13 am CET","40-65 år","Ja (papperstidning)","3","","1","1","1","3","1","1","1"
"2021/03/24 2:41:41 am CET","40-65 år","Ja (enbart digitalt)","2","Lite för dyrt ","1","1","1","3","2","1","2"
"2021/03/24 2:49:32 am CET","Under 30 år","Nej och har aldrig varit","2","Too expensive ","1","1","1","1","1","1","1"
"2021/03/24 3:26:29 am CET","40-65 år","Nej och har aldrig varit","1","Darfor att det aldrig funkar for utlandssvenskar","1","1","1","1","1","1","1"
"2021/03/24 3:40:33 am CET","Över 65 år","Ja (papperstidning)","1","Vill ha korsord på papper","1","1","1","1","1","1","1"
"2021/03/24 3:40:36 am CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","3","1","1","1"
"2021/03/24 3:43:24 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","1","2","2","1","1","1"
"2021/03/24 3:56:03 am CET","40-65 år","Ja (enbart digitalt)","4","Alla artiklar och billigt pris.","2","2","3","3","3","2","3"
"2021/03/24 4:59:38 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","2","4","1","2","2"
"2021/03/24 5:01:11 am CET","40-65 år","Ja (enbart digitalt)","3","Har rabatt just nu ","1","1","3","4","2","1","2"
"2021/03/24 5:22:32 am CET","Över 65 år","Ja (enbart digitalt)","3","Billigast","1","1","4","4","2","1","1"
